EmployeeID,Age,EducationLevel,YearsAtCompany,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,PerformanceRating,MonthlyIncome,Gender_Encoded,Attrition_Encoded,Overtime_Encoded,Department_Encoded,JobRole_Encoded
3767,26,2,28,2,2,2,4,66986,1,0,0,3,4
3768,31,3,2,3,4,2,3,39367,0,0,1,2,2
3769,49,2,17,3,2,1,3,32917,1,0,1,2,1
3770,42,2,23,4,3,0,2,12428,0,0,0,0,1
3771,28,2,10,1,4,2,1,18350,1,0,1,4,2
3772,24,1,19,1,2,7,2,20015,0,0,0,2,3
3773,41,3,30,3,3,5,3,37419,1,0,1,0,1
3774,40,2,22,2,2,1,2,12165,0,0,0,1,1
3775,56,3,5,1,2,7,2,10024,0,1,0,0,0
3776,25,2,21,1,2,4,1,16085,1,0,1,3,0
3777,26,2,12,3,3,3,4,60563,0,0,1,3,0
3778,22,1,18,2,2,0,3,29750,1,0,0,4,1
3779,25,2,30,4,2,0,2,16805,0,0,0,4,1
3780,33,3,9,2,4,3,3,45341,1,0,0,3,2
3781,48,1,11,2,2,8,3,176805,0,0,1,3,2
3782,44,4,4,3,2,9,2,17309,0,0,0,2,3
3783,46,2,10,2,4,9,2,9224,1,0,0,3,1
3784,42,2,1,2,2,5,4,69107,1,0,0,4,2
3785,45,2,2,2,2,0,3,33096,1,0,1,3,2
3786,46,3,9,2,3,7,4,63586,0,0,0,4,0
3787,53,2,23,3,2,8,1,13107,1,1,0,1,0
3788,53,2,26,2,2,1,3,35288,0,1,0,3,0
3789,26,2,18,4,2,5,2,13901,0,0,0,4,4
3790,57,2,16,3,3,6,3,210312,1,0,1,0,2
3791,37,1,23,2,1,0,4,62313,0,0,1,2,0
3792,54,1,14,1,2,4,3,29088,1,0,1,4,0
3793,42,1,4,2,2,4,2,6462,1,0,1,3,1
3794,30,2,26,2,2,2,3,35833,0,0,1,3,0
3795,27,2,2,3,3,1,4,55610,1,0,1,1,1
3796,56,2,12,1,2,0,3,189759,1,0,1,0,3
3797,43,2,20,4,3,5,2,14778,0,0,1,4,0
3798,26,1,5,1,3,6,4,56240,1,0,0,0,1
3799,44,1,29,2,2,1,3,36664,0,0,1,1,0
3800,38,1,30,1,2,1,2,21027,0,0,1,2,3
3801,33,2,4,2,2,4,3,30984,1,0,0,0,0
3802,44,1,15,4,1,4,3,30131,1,0,1,1,1
3803,37,2,3,3,3,2,4,65104,0,0,1,4,3
3804,24,2,22,2,3,2,3,233230,1,0,1,2,3
3805,51,2,17,4,2,0,4,197341,1,0,0,3,3
3806,43,3,8,4,3,2,4,64957,0,0,0,1,4
3807,30,2,12,3,4,8,3,29611,1,0,1,3,1
3808,50,1,21,4,1,1,2,12976,0,0,0,2,4
3809,58,2,8,3,2,0,4,64672,1,0,0,1,3
3810,44,1,26,3,3,8,3,33129,1,1,0,1,4
3811,34,1,20,2,1,4,4,61955,1,1,0,2,0
3812,53,3,20,2,3,7,2,19017,0,1,0,4,4
3813,44,2,5,3,4,3,4,66504,0,0,1,1,2
3814,38,4,21,4,1,7,4,261821,0,1,0,2,3
3815,42,1,27,3,3,4,4,175638,1,0,0,0,3
3816,23,3,6,4,2,5,2,11646,1,0,0,3,1
3817,58,3,5,2,2,5,3,32948,1,0,0,1,0
3818,27,2,21,3,2,5,2,13534,1,0,1,0,1
3819,39,2,29,3,1,1,2,18226,0,0,1,1,4
3820,51,2,8,3,3,9,2,21904,0,0,0,4,2
3821,43,3,22,3,1,9,4,266300,1,0,0,2,2
3822,54,2,18,2,3,8,3,219179,0,0,0,1,2
3823,51,1,4,1,2,6,3,40936,1,0,0,2,2
3824,38,2,4,4,2,2,4,59360,0,0,1,1,0
3825,53,2,5,1,2,1,3,32717,1,0,0,4,4
3826,35,3,15,2,2,3,4,269225,1,0,0,4,2
3827,31,2,6,2,2,7,4,65213,1,0,0,0,3
3828,57,1,27,2,3,8,3,37979,1,0,0,4,4
3829,55,2,21,3,2,9,2,16141,0,0,0,2,0
3830,30,1,16,3,3,1,4,258131,1,0,1,4,2
3831,49,3,14,4,2,5,3,33118,1,0,1,1,0
3832,32,3,14,2,3,7,3,183016,0,0,1,4,2
3833,35,1,16,3,3,2,4,193689,0,0,0,2,3
3834,40,2,27,4,2,8,2,16698,0,0,0,1,4
3835,36,3,22,4,3,3,3,183668,1,0,1,0,3
3836,49,1,24,4,2,4,3,158577,0,0,0,0,2
3837,45,2,4,3,3,6,2,6986,0,1,1,0,1
3838,29,2,11,1,3,4,1,13755,1,0,1,1,4
3839,30,1,19,1,3,3,4,62900,1,0,0,0,0
3840,54,1,25,4,3,3,2,20982,1,0,0,4,2
3841,54,4,19,4,3,4,4,264998,1,0,0,1,3
3842,40,2,27,3,3,2,3,33327,1,0,0,1,1
3843,24,2,8,2,1,8,3,40282,1,1,0,1,2
3844,31,2,10,3,3,1,4,62152,0,0,0,3,0
3845,22,3,28,2,2,6,3,149809,0,0,0,2,3
3846,50,2,5,2,3,3,3,31311,0,0,0,3,4
3847,55,2,16,2,3,7,2,12481,0,0,0,3,1
3848,34,1,25,4,3,6,3,202543,1,0,0,3,2
3849,22,3,3,2,3,7,3,36298,0,1,0,2,2
3850,55,1,26,3,3,3,2,25022,0,0,1,3,2
3851,50,1,10,2,2,1,3,40831,1,0,1,0,2
3852,34,2,24,3,2,6,3,144337,0,0,0,1,3
3853,50,1,30,3,3,8,4,66434,0,0,0,1,4
3854,45,4,29,4,2,5,3,41427,0,0,0,4,0
3855,47,2,13,1,3,6,4,59242,0,0,0,0,1
3856,38,1,7,2,2,5,3,33247,1,0,0,2,2
3857,28,1,12,3,2,1,4,265023,1,0,0,1,2
3858,34,2,23,2,3,8,3,37455,1,0,0,3,4
3859,26,2,14,1,3,4,3,32677,0,0,1,4,4
3860,47,3,27,3,2,2,3,152417,0,1,0,4,3
3861,24,2,10,3,2,3,3,35500,0,0,0,1,3
3862,28,2,9,1,1,3,4,68922,1,1,0,0,3
3863,22,4,12,2,1,8,2,14655,1,0,1,4,1
3864,38,2,24,4,1,4,2,19089,0,0,1,1,3
3865,46,2,3,3,3,1,4,65496,0,0,0,0,2
3866,24,2,30,1,3,5,3,212871,1,0,1,1,3
3867,36,3,13,2,2,6,2,13217,1,0,0,1,1
3868,50,2,6,3,1,7,3,38375,0,0,0,0,3
3869,53,2,27,1,3,4,3,194221,0,0,1,0,3
3870,47,2,6,4,3,7,3,36182,1,0,0,0,2
3871,37,2,21,3,2,7,4,177088,1,0,0,1,2
3872,46,1,19,2,2,3,3,163338,0,0,0,4,2
3873,49,2,25,4,2,6,3,149986,0,0,0,2,3
3874,30,2,7,2,2,8,4,71671,1,1,0,2,2
3875,22,1,4,2,3,9,4,60684,1,1,0,1,4
3876,50,3,22,3,4,3,2,16070,0,0,0,1,0
3877,43,2,5,3,3,8,3,28193,1,0,0,4,0
3878,37,1,1,2,4,3,3,33564,1,1,1,0,2
3879,28,2,18,2,2,0,4,60860,0,0,0,1,1
3880,35,2,17,2,3,3,3,159718,1,1,0,3,2
3881,50,2,9,2,2,1,3,43476,0,0,0,0,2
3882,40,1,9,3,2,5,4,61214,1,0,0,1,3
3883,40,1,21,3,3,7,3,31349,0,0,0,3,1
3884,23,2,24,2,2,5,4,204754,1,1,1,4,2
3885,36,2,10,2,2,8,4,60209,1,0,0,3,4
3886,24,1,20,2,3,5,4,62871,1,0,1,1,0
3887,32,2,17,2,2,6,4,66253,0,0,0,2,4
3888,51,2,13,1,3,4,3,35479,0,0,0,1,4
3889,39,1,29,2,2,7,2,15452,1,0,0,2,4
3890,23,3,4,2,3,1,3,31195,0,0,0,4,1
3891,53,3,23,3,2,1,4,65036,0,0,0,4,1
3892,29,2,27,3,3,7,4,63584,0,0,0,0,1
3893,43,1,18,2,1,5,3,29470,1,1,0,0,0
3894,27,2,18,4,3,1,1,16906,0,0,0,2,3
3895,33,2,22,4,3,5,3,150563,1,1,0,2,2
3896,57,4,9,4,2,7,3,42556,1,0,0,4,2
3897,36,2,3,4,2,5,2,12665,0,1,0,3,3
3898,49,2,7,3,2,8,3,40785,0,1,1,2,2
3899,39,3,26,3,3,5,2,18628,1,0,1,2,4
3900,23,2,15,1,3,2,3,33333,1,0,0,3,0
3901,34,1,30,3,2,8,2,28419,0,0,0,0,2
3902,36,2,9,3,3,9,4,59175,0,0,0,0,0
3903,41,1,27,3,3,4,3,222441,1,0,0,2,3
3904,50,1,29,3,1,5,3,162699,0,1,0,0,2
3905,50,3,9,2,2,3,3,33925,1,0,1,0,0
3906,24,2,27,3,3,2,2,19787,1,0,0,0,4
3907,40,1,4,2,3,9,4,57773,0,0,0,4,4
3908,24,3,18,3,1,4,3,146705,1,0,1,1,3
3909,35,2,17,4,2,2,3,30324,1,0,0,2,1
3910,25,2,22,4,1,1,2,27349,0,0,0,2,2
3911,32,2,21,3,3,5,1,16828,0,0,0,4,4
3912,52,2,6,1,3,7,3,29252,1,0,0,1,4
3913,53,1,7,4,2,2,2,16778,0,0,0,1,3
3914,48,3,25,2,2,5,3,38397,0,1,0,4,4
3915,51,1,10,4,2,8,3,35849,1,0,0,3,2
3916,23,2,10,1,3,0,3,33741,0,0,0,3,3
3917,30,1,27,2,2,2,2,14041,1,1,1,1,0
3918,49,3,6,3,3,1,4,64508,1,0,0,3,3
3919,52,2,6,3,3,7,4,72145,0,0,0,3,2
3920,55,3,29,2,3,8,2,31357,0,0,0,3,2
3921,36,2,19,3,3,9,3,32266,1,0,0,1,0
3922,46,3,29,3,2,5,3,180339,1,1,0,3,3
3923,57,3,8,2,3,2,2,21969,1,0,1,2,2
3924,29,3,9,3,3,9,4,72922,1,1,0,1,2
3925,30,1,1,2,3,7,3,24310,1,0,0,4,0
3926,58,1,16,3,1,9,4,58369,1,0,0,3,1
3927,53,1,6,1,1,6,4,60804,0,0,0,0,3
3928,38,1,23,3,3,1,3,146749,1,0,0,1,2
3929,56,3,27,2,4,6,3,37598,1,1,1,4,4
3930,58,2,8,2,3,0,4,60619,0,1,1,2,0
3931,40,2,15,3,3,7,3,32404,0,0,0,4,1
3932,50,2,12,3,3,4,2,9758,1,0,1,3,1
3933,28,1,10,4,2,8,3,29273,1,0,0,0,0
3934,49,2,16,4,3,2,3,31708,0,0,0,3,1
3935,30,2,15,3,3,6,4,184758,1,0,0,4,2
3936,49,3,11,2,3,7,3,30594,1,0,0,1,1
3937,27,2,24,2,4,0,1,22909,0,0,0,0,3
3938,50,2,7,1,2,5,2,10651,1,0,1,0,4
3939,38,2,8,2,1,1,4,65125,1,0,0,4,2
3940,37,3,11,4,4,7,4,64728,1,0,0,3,0
3941,44,2,9,2,2,5,3,34381,1,0,0,4,4
3942,52,2,26,2,3,2,2,26527,1,0,1,0,2
3943,24,1,7,2,3,3,1,11928,0,0,0,4,4
3944,42,2,15,2,2,6,3,29833,1,0,0,0,1
3945,47,2,15,1,3,8,4,62238,1,0,1,3,0
3946,57,3,16,3,2,9,4,65773,1,0,0,1,0
3947,58,1,3,2,3,1,4,65780,0,0,0,1,3
3948,43,2,16,3,1,8,3,30161,0,1,0,4,1
3949,33,2,15,3,3,5,4,231899,1,0,0,0,3
3950,34,2,25,3,3,1,3,220080,0,0,0,1,3
3951,32,2,1,3,2,7,1,5789,1,1,0,0,1
3952,37,3,14,3,3,3,4,205652,1,0,0,3,2
3953,29,2,24,2,4,7,2,17498,1,0,0,4,3
3954,23,2,22,2,3,6,3,36206,1,1,1,0,4
3955,51,2,11,4,4,6,3,209922,1,0,1,4,2
3956,51,3,3,1,2,6,2,9865,0,0,1,0,1
3957,33,2,9,1,3,1,2,12144,1,0,1,0,0
3958,31,1,6,2,2,7,3,37073,0,1,0,3,2
3959,32,2,23,3,4,1,3,217362,1,0,1,4,3
3960,36,4,16,1,1,2,1,18283,1,0,0,2,4
3961,37,1,11,3,2,9,3,28951,1,1,0,0,1
3962,38,2,18,3,2,6,3,33835,0,1,0,0,0
3963,47,3,17,2,2,6,2,16482,1,0,0,1,4
3964,23,2,17,2,4,6,2,12529,0,0,0,4,0
3965,33,2,3,3,2,3,3,26267,1,0,0,2,1
3966,47,1,27,1,4,4,2,20709,1,0,0,3,2
3967,44,2,19,1,2,6,3,214014,1,0,0,2,3
3968,39,1,24,2,3,7,4,62756,1,0,0,3,1
3969,53,4,23,3,3,2,1,20643,1,0,0,2,4
3970,59,3,15,3,2,5,4,195492,1,0,0,2,2
3971,24,3,10,2,2,8,3,34876,0,1,0,4,0
3972,59,2,8,3,2,9,3,36547,1,0,1,1,2
3973,24,1,17,3,2,4,4,195511,0,0,0,2,2
3974,51,2,4,2,2,3,3,29601,1,1,0,0,4
3975,22,2,8,1,2,8,2,17807,0,0,0,0,3
3976,51,2,26,4,2,3,2,20128,0,0,0,0,2
3977,53,2,2,3,3,2,3,33623,1,0,0,1,2
3978,49,2,23,3,2,6,2,17663,1,0,0,2,3
3979,42,2,8,2,3,4,3,35139,0,0,1,3,3
3980,34,4,30,3,4,0,3,39032,0,0,0,3,0
3981,48,2,25,3,2,7,3,35667,1,0,1,4,0
3982,57,2,7,1,2,0,3,35268,1,0,1,1,3
3983,28,2,28,4,2,8,3,33785,0,1,0,2,1
3984,43,2,9,2,2,0,3,36809,1,0,1,0,3
3985,31,2,18,1,3,3,3,34060,0,1,0,1,0
3986,36,2,27,1,2,9,2,18488,1,0,0,1,4
3987,36,2,17,3,2,3,3,35922,1,0,0,2,4
3988,25,1,1,3,2,8,4,64481,0,0,0,4,2
3989,53,3,27,3,3,0,3,39689,0,0,1,4,4
3990,44,1,12,4,3,9,4,60954,1,1,0,4,0
3991,27,2,4,2,4,8,1,9287,1,0,0,0,4
3992,45,2,17,3,4,3,4,61924,0,0,0,0,1
3993,41,2,7,3,2,6,3,35992,0,0,1,2,3
3994,58,3,24,4,1,8,4,169672,1,0,0,4,3
3995,41,2,3,2,2,6,3,27566,0,0,1,2,0
3996,33,2,30,4,3,1,3,217439,0,0,0,4,2
3997,54,1,1,1,3,5,3,30558,0,0,0,1,3
3998,49,3,19,3,2,5,3,37150,0,0,0,3,4
3999,29,2,2,3,2,2,3,27914,1,0,0,3,1
4000,22,3,6,4,1,3,3,45067,0,0,1,4,2
4001,58,2,11,1,3,5,3,175388,0,0,0,2,2
4002,43,3,23,1,4,5,4,251744,1,1,0,0,2
4003,27,3,25,1,2,0,3,215515,1,1,1,4,3
4004,42,2,21,3,2,9,3,180150,1,0,0,4,2
4005,53,2,4,3,1,7,4,57370,0,0,0,0,0
4006,56,2,1,4,3,8,3,29655,1,0,0,4,4
4007,36,2,11,2,4,1,3,30415,0,0,0,1,1
4008,26,2,16,1,2,3,2,12906,0,0,0,0,4
4009,27,1,30,2,2,5,3,33175,0,1,0,1,0
4010,46,2,6,1,2,1,3,30730,0,0,1,3,0
4011,50,1,11,3,3,6,2,11239,0,0,1,0,4
4012,28,1,8,4,3,5,3,32317,1,1,0,0,3
4013,34,2,20,4,3,7,3,32111,0,0,1,2,0
4014,59,1,1,2,4,6,3,30654,1,0,0,2,2
4015,39,3,14,1,1,9,3,32993,0,0,0,0,1
4016,23,3,30,2,3,0,3,36190,1,1,0,3,1
4017,29,3,21,3,2,9,2,17942,0,0,0,4,0
4018,32,2,26,4,2,9,2,22109,0,0,0,2,2
4019,54,2,21,1,3,4,3,35047,0,0,1,3,4
4020,59,2,2,1,4,5,2,6962,1,0,0,3,1
4021,48,2,6,3,3,6,3,41015,1,1,0,2,2
4022,41,1,26,3,3,3,4,269195,0,0,1,4,2
4023,33,2,9,2,3,8,3,37732,1,0,0,2,3
4024,52,3,14,4,2,0,2,16127,0,0,1,3,0
4025,48,2,22,1,3,2,2,23024,1,0,0,1,2
4026,53,2,8,4,3,9,2,13015,0,1,0,2,4
4027,31,3,26,2,3,1,2,17719,1,0,0,3,1
4028,24,1,3,1,3,1,3,33760,0,0,1,2,3
4029,48,2,10,2,3,0,2,10772,0,0,1,3,4
4030,56,1,18,1,3,2,4,60532,1,0,0,4,1
4031,52,3,20,3,2,9,4,66064,1,0,0,3,0
4032,36,2,28,3,3,4,3,39879,1,0,0,0,4
4033,37,2,9,2,3,5,2,9347,0,0,0,1,1
4034,34,2,9,3,2,7,4,68925,0,0,0,3,3
4035,56,2,19,2,3,3,2,12241,0,0,0,2,1
4036,32,2,28,1,2,0,2,23243,0,1,0,2,2
4037,42,2,13,4,1,8,3,174600,1,0,1,3,3
4038,32,2,1,4,3,2,3,27446,1,0,1,0,4
4039,51,2,17,1,4,7,3,34179,1,1,1,3,0
4040,56,2,4,2,1,3,2,17617,1,1,0,4,3
4041,43,2,4,3,3,2,2,15076,0,1,1,0,3
4042,59,1,27,1,3,2,4,179772,0,0,1,3,3
4043,52,2,16,3,3,3,3,32358,1,0,0,1,1
4044,35,2,28,3,3,3,2,29326,0,0,0,0,2
4045,45,2,16,2,3,6,3,30837,0,0,0,3,0
4046,53,2,15,1,3,1,1,14085,1,1,0,1,0
4047,57,3,26,3,3,7,3,155948,1,0,0,3,2
4048,53,3,6,2,2,1,2,9370,1,1,0,4,1
4049,36,2,5,2,2,0,3,28247,0,1,0,2,1
4050,56,3,22,3,2,7,3,190331,0,0,0,3,2
4051,24,1,10,3,3,3,4,72072,0,0,1,0,2
4052,37,3,7,2,2,5,2,11948,1,0,0,3,4
4053,26,2,7,4,2,0,3,29934,1,1,0,3,1
4054,42,2,10,3,3,2,4,68368,0,1,0,3,3
4055,31,1,30,2,3,6,3,33764,0,0,0,3,0
4056,40,1,10,2,3,6,4,58330,0,0,1,0,1
4057,46,1,25,3,2,7,4,180905,0,0,0,0,2
4058,25,1,15,2,2,1,3,166524,1,0,1,3,3
4059,50,1,6,2,2,6,2,8195,0,1,0,2,4
4060,40,3,24,3,1,3,3,39605,0,0,0,3,4
4061,23,2,2,3,2,5,3,31947,1,0,0,0,3
4062,31,2,8,3,2,3,3,33107,0,0,0,4,3
4063,46,3,25,3,1,8,3,190940,1,0,1,3,2
4064,41,1,20,1,3,0,3,171689,1,0,0,3,2
4065,40,3,15,2,2,0,3,35854,1,0,0,3,0
4066,44,2,21,3,1,4,3,33488,1,1,0,3,0
4067,45,2,21,3,3,4,1,14862,1,0,0,1,4
4068,32,1,18,3,3,7,4,188913,1,0,1,3,3
4069,55,1,5,2,3,6,4,59746,0,1,0,0,4
4070,49,2,25,4,2,2,3,170230,1,1,0,0,2
4071,26,1,4,1,4,7,2,5351,1,0,0,1,1
4072,26,2,10,2,4,3,1,15277,1,0,1,3,2
4073,42,1,19,2,3,2,1,9030,0,0,0,2,1
4074,33,2,14,2,2,1,2,20703,1,0,0,3,3
4075,25,1,23,3,1,8,3,165905,1,0,1,0,3
4076,41,3,24,1,3,6,2,25445,0,0,1,4,3
4077,59,2,13,1,3,4,2,10276,0,0,1,4,0
4078,46,3,29,2,4,8,3,37979,0,1,0,2,0
4079,35,1,10,3,3,2,4,58636,1,1,0,3,1
4080,32,3,22,4,4,5,2,18421,1,0,1,1,4
4081,53,2,6,3,3,7,3,32275,0,0,0,3,4
4082,32,2,13,1,4,8,4,59721,1,0,1,2,1
4083,39,1,21,3,2,3,4,60301,1,0,0,2,0
4084,48,2,11,1,2,0,3,198248,1,0,0,2,2
4085,39,1,22,2,3,7,3,31482,0,0,0,4,1
4086,44,2,25,4,3,9,2,18723,1,0,0,3,4
4087,32,1,15,2,2,2,2,9473,0,1,1,3,1
4088,42,2,2,1,3,5,3,27078,0,0,1,1,1
4089,26,1,26,2,3,3,3,152445,1,1,0,2,3
4090,44,2,27,1,2,5,3,36499,0,1,1,2,0
4091,46,2,15,2,3,2,2,16589,0,0,0,0,3
4092,31,4,19,2,4,6,3,37078,0,1,0,0,0
4093,43,2,17,2,3,1,2,10358,1,0,0,4,1
4094,40,2,20,4,3,4,3,33233,0,0,1,3,0
4095,22,2,18,3,1,2,3,36532,1,0,0,1,4
4096,28,2,6,4,3,4,3,33869,0,1,0,1,3
4097,25,1,15,3,4,2,2,8684,1,1,0,2,1
4098,22,1,29,3,2,8,2,16106,1,0,0,1,4
4099,36,3,17,2,2,7,2,16525,0,0,0,2,0
4100,33,2,24,1,3,1,3,36704,0,0,0,3,0
4101,43,2,26,3,4,7,2,16678,0,1,0,1,4
4102,43,2,22,2,2,7,3,36109,1,0,0,2,0
4103,38,2,9,1,2,9,2,13529,1,1,0,3,3
4104,50,2,12,2,2,2,3,228877,0,0,1,3,2
4105,35,2,22,3,2,9,3,34516,0,0,1,2,0
4106,41,1,26,4,3,4,3,33153,0,0,1,2,1
4107,54,2,23,2,4,1,2,12913,1,0,1,4,0
4108,36,2,5,3,2,9,3,26547,1,0,0,3,1
4109,33,4,14,4,3,5,3,37571,0,0,0,2,0
4110,41,2,24,2,3,1,2,14465,0,0,0,3,0
4111,51,2,8,1,2,3,2,9309,1,1,0,1,1
4112,59,1,26,2,3,2,3,146847,0,1,0,0,3
4113,24,1,25,4,3,0,4,206328,0,1,0,0,2
4114,49,3,28,1,2,7,2,27784,1,1,0,2,2
4115,47,3,22,2,2,7,3,236096,1,0,0,2,3
4116,51,2,17,2,3,0,4,63332,1,0,0,3,0
4117,34,2,9,4,2,5,3,44611,0,0,0,2,2
4118,34,1,3,4,2,0,3,35826,1,0,0,3,3
4119,23,3,25,2,4,8,3,231710,1,0,0,2,3
4120,58,1,7,4,3,0,1,14006,0,0,0,3,2
4121,59,3,30,1,3,2,3,37262,1,1,0,2,1
4122,23,2,12,1,2,8,2,11157,1,1,0,4,4
4123,57,2,29,4,4,0,2,14952,1,0,1,3,1
4124,47,3,3,3,3,1,2,11274,0,0,1,4,0
4125,32,4,9,1,3,3,3,31765,0,0,1,4,1
4126,29,2,14,2,2,6,4,61489,1,0,1,4,4
4127,43,3,23,3,2,7,3,38174,0,0,0,4,4
4128,41,3,23,4,3,0,1,22770,0,0,1,1,3
4129,29,3,23,4,3,0,3,38495,1,0,0,0,0
4130,50,4,18,3,3,4,3,220690,1,0,1,1,3
4131,47,2,11,4,1,7,3,29388,1,0,0,2,1
4132,51,2,4,3,4,0,3,27046,1,0,1,2,1
4133,38,3,26,3,4,2,4,231635,0,0,0,0,2
4134,41,2,8,3,3,5,2,14717,0,0,0,0,3
4135,37,2,28,2,2,0,2,24725,1,0,0,0,3
4136,28,2,18,1,3,2,3,230852,1,0,0,4,3
4137,37,3,13,2,3,0,3,179084,1,0,1,1,3
4138,48,2,4,3,3,3,4,63182,0,0,0,2,4
4139,44,2,10,1,3,8,4,66919,1,0,0,1,2
4140,45,2,8,1,1,4,4,62083,0,0,0,1,0
4141,30,1,12,2,3,2,2,8458,1,0,1,1,0
4142,56,1,19,1,2,9,3,32500,0,0,1,0,0
4143,41,2,12,3,4,6,3,31739,0,0,0,0,4
4144,58,2,22,2,2,5,4,198697,1,0,0,2,2
4145,38,3,28,1,2,8,2,31626,1,0,1,2,2
4146,52,2,2,3,3,3,2,10546,0,0,0,2,4
4147,29,3,24,4,2,3,4,176543,1,1,1,1,3
4148,36,1,8,1,3,8,3,27409,0,0,1,0,1
4149,52,4,28,2,2,1,4,249065,1,1,0,4,3
4150,51,2,13,4,3,9,2,10970,0,0,0,1,0
4151,41,2,1,2,3,1,4,63896,1,0,0,3,3
4152,33,2,3,4,2,8,3,28720,0,0,0,1,4
4153,38,2,30,2,4,6,3,38892,0,0,0,0,0
4154,51,1,2,2,2,4,3,23998,0,0,0,3,1
4155,50,1,23,2,2,4,3,31336,0,1,1,1,0
4156,40,3,23,1,2,8,3,218677,0,0,0,0,3
4157,32,2,20,4,3,9,2,25924,1,0,0,0,2
4158,55,4,28,4,2,4,3,162311,0,0,1,4,2
4159,28,2,28,4,1,8,3,237815,0,1,0,1,2
4160,55,4,8,4,4,7,2,12888,1,0,0,0,0
4161,41,2,3,4,2,5,2,22880,0,0,0,2,2
4162,59,1,30,3,2,4,3,38845,0,0,0,0,4
4163,45,2,25,4,2,4,2,13890,0,0,1,4,1
4164,31,3,21,2,2,4,2,21638,1,1,1,0,2
4165,53,2,30,2,2,0,4,67133,1,0,0,1,4
4166,36,1,29,3,2,4,2,16621,1,0,1,1,4
4167,58,2,15,4,2,2,3,32099,1,1,1,3,0
4168,41,2,30,3,2,5,3,35555,0,0,1,1,0
4169,24,2,2,4,2,8,3,27635,1,0,0,3,1
4170,58,2,25,2,3,2,3,34956,1,0,1,2,1
4171,29,3,17,3,3,0,4,219652,0,0,1,4,3
4172,44,2,27,4,1,7,3,33416,1,0,1,2,1
4173,32,3,24,1,4,8,3,35969,1,0,0,3,0
4174,29,2,6,4,3,9,3,30926,1,1,0,0,4
4175,50,2,28,3,4,3,3,181872,1,0,1,0,3
4176,51,4,1,3,2,9,1,9629,0,0,0,2,1
4177,31,2,30,4,3,4,4,66776,0,0,0,0,4
4178,49,2,4,2,2,2,2,8924,0,0,0,3,0
4179,57,3,19,2,3,7,3,223515,1,0,1,4,2
4180,34,1,7,3,2,2,3,31833,0,0,0,1,3
4181,53,2,23,1,2,3,4,66848,1,0,0,3,4
4182,57,1,22,2,2,9,2,13739,1,0,1,3,0
4183,58,1,14,2,3,6,3,31978,1,1,1,1,0
4184,47,1,26,4,3,1,2,22180,1,0,1,1,3
4185,43,1,14,1,2,0,4,240139,1,0,0,4,3
4186,25,2,10,2,2,3,3,28134,1,1,0,4,1
4187,52,3,28,4,4,7,2,16346,0,1,1,4,1
4188,39,2,24,4,3,0,3,189177,1,0,1,0,3
4189,59,2,7,3,3,9,3,37037,1,0,0,3,3
4190,45,2,16,3,3,2,2,14602,1,1,0,1,4
4191,44,3,4,2,2,3,3,29324,0,0,0,3,1
4192,43,3,7,2,2,3,2,11348,1,0,0,3,0
4193,23,3,15,1,2,2,4,62054,0,0,0,4,1
4194,52,3,17,3,2,2,3,33488,0,0,1,4,1
4195,32,1,3,2,3,6,3,34337,1,0,0,3,3
4196,49,2,16,3,2,7,4,254779,1,1,0,4,3
4197,53,2,2,2,2,9,3,26646,1,0,0,0,1
4198,26,2,7,2,2,3,3,37747,0,1,0,1,2
4199,59,2,25,3,2,7,2,20339,1,0,0,3,2
4200,31,1,16,4,3,7,4,59006,1,0,1,1,1
4201,45,1,21,2,2,5,4,184994,1,0,1,0,2
4202,56,3,9,2,2,0,2,10476,0,0,0,4,1
4203,44,2,12,1,3,6,3,221961,1,1,0,2,3
4204,38,2,29,1,2,6,4,227663,1,0,0,0,3
4205,22,2,24,3,1,4,3,171847,0,0,0,2,3
4206,52,2,1,1,3,5,3,29316,0,0,1,1,0
4207,52,2,14,1,1,8,3,151770,0,0,0,3,3
4208,55,2,11,4,3,2,3,150341,1,0,0,4,3
4209,30,1,18,3,3,3,4,58821,0,0,0,0,1
4210,43,1,22,1,2,8,4,244286,0,0,0,4,2
4211,34,2,5,1,2,9,4,69963,1,0,1,2,2
4212,46,2,15,1,4,1,4,206057,0,0,1,2,3
4213,39,1,27,2,2,8,1,17803,1,0,0,3,3
4214,33,2,7,3,4,4,2,18333,0,0,0,2,3
4215,38,2,25,3,2,2,4,63049,1,0,0,3,1
4216,36,3,14,1,3,7,1,12994,0,0,0,0,1
4217,36,1,20,3,3,8,3,30793,1,0,0,3,1
4218,36,3,8,2,3,0,4,72501,0,0,0,2,2
4219,34,4,4,2,1,4,3,32482,1,0,0,1,0
4220,38,3,3,4,2,8,3,44802,0,0,1,3,2
4221,53,3,12,2,2,1,2,12241,0,0,0,4,1
4222,30,3,18,1,4,0,1,18021,1,0,0,1,4
4223,41,2,24,4,2,7,3,33883,0,0,0,3,0
4224,47,2,15,2,4,5,2,14522,0,0,0,4,3
4225,48,2,11,2,2,1,4,229841,1,0,1,1,2
4226,42,2,24,3,2,2,2,15818,1,0,1,3,0
4227,39,2,11,3,2,4,3,32788,0,0,0,0,4
4228,34,2,12,4,3,0,2,12729,1,0,1,4,0
